tx_id,tx_size,tx_fee
30097,80,9833
88276,986,9658
61698,499,9827
22013,862,9053
23256,422,3943
17614,392,5238
82344,270,2953
25198,859,8296
46402,14,3506
03228,592,908
70753,804,3416
62652,823,7475
25945,539,438
31007,535,1421
07299,552,3176
44451,135,8828
92278,32,3041
16565,591,7385
75394,779,8988
02037,551,7861
59724,820,5554
48240,220,4124
21165,906,9178
97441,350,9207
56437,217,8723
87100,24,7827
02084,410,2275
71250,369,2008
78613,579,9266
51534,242,8309
47328,331,1703
66656,86,3328
56077,410,2810
37389,279,6545
04210,28,2944
68921,888,8150
13252,810,5625
08028,194,5691
93488,59,5139
46762,398,8870
01388,691,3693
45337,279,2021
22131,439,3066
51068,978,5855
79882,238,4482
09125,495,1335
86061,442,7995
95242,616,6247
80695,808,8690
63379,804,6792
96425,421,255
45777,752,4077
25636,546,3485
51493,770,4000
65638,766,1329
45852,435,9069
77493,945,349
98780,369,1004
53731,908,8508
18558,74,4816
09580,578,9314
21805,850,2985
70029,256,653
60023,471,4166
72261,411,3369
59676,154,6833
95013,827,620
99260,300,9863
33078,488,6940
56605,235,2322
04505,125,3474
62625,504,4134
09498,61,419
65371,149,1309
98368,734,266
23413,206,2797
24504,823,8760
39946,527,6481
02689,399,9150
07208,209,2717
65146,930,2182
96386,622,7433
55741,937,2893
74459,503,2372
10494,991,6759
81948,598,9217
39800,219,8948
80187,304,930
11662,52,9526
95798,710,2331
78166,523,1718
46959,873,4922
04609,778,3129
93680,90,1968
04508,698,2912
35520,400,4849
58548,864,6964
89036,181,9462
78417,763,3928
31136,339,6370
62048,647,565
86223,152,4529
09475,208,291
73153,944,1930
84154,335,2366
68038,260,6388
64283,931,9970
89150,373,1588
31705,93,3837
29782,908,6341
19080,401,5450
65536,596,2734
55357,496,6003
51248,696,8364
65982,23,5095
88770,150,5855
04855,672,2106
44659,20,739
43700,598,8038
91618,557,4005
25900,670,9064
64663,612,7415
11775,93,11
57826,122,915
79691,633,8263
10155,548,8550
20792,417,4182
81594,852,3464
65935,640,3728
72175,201,7104
83508,426,899
04220,139,9578
35663,765,8127
38817,811,5033
63508,983,7532
29828,392,1495
37944,253,1219
95579,781,9830
45053,146,9904
49688,419,7083
69261,165,6066
53482,629,573
14677,652,8334
61084,833,2708
10889,689,696
90720,507,8892
45056,978,2935
22385,296,7902
80157,574,470
63094,72,7246
03626,195,3405
87225,698,4781
09697,620,3816
16354,925,3477
98035,94,6025
65762,522,8382
74828,500,7297
04546,797,1306
77346,427,175
81133,834,654
34449,391,6999
76107,896,6472
94167,250,7065
96946,122,7136
23367,482,9867
89156,807,2049
57217,914,8979
58776,586,7163
00352,73,3346
36376,599,4215
77819,459,5357
61295,208,4042
40537,542,6350
55507,467,3034
93496,563,4279
35100,167,477
55460,596,6801
70508,572,2454
25459,343,7160
68965,761,8276
41030,838,4387
93864,464,4181
46701,501,1800
19003,492,6906
41739,790,6535
36886,334,193
37538,526,5968
81482,484,2248
78809,485,9776
66064,538,8116
94710,495,1767
46410,140,6269
05667,305,1004
70260,257,7409
20069,123,2470
69985,210,3618
38071,398,4243
68162,956,6864
56204,717,6783
54065,339,4964
43177,326,9763
06669,608,3399
19319,445,4028
99406,370,9622
39901,962,2161
24787,998,696
55722,444,4637
93710,50,7254
17519,263,6003
99794,666,5496
77316,71,4424
93096,128,4195
20231,613,6313
02769,844,9318
44299,480,5397
00574,734,849
16492,932,6521
19666,826,272
49673,36,7544
15139,764,5331
72768,181,2807
50122,874,9691
10656,101,9782
99872,822,3063
93791,987,2720
81119,612,3833
51127,518,4988
38645,328,666
73516,244,1054
86260,431,7461
02195,51,6361
55008,157,47
34700,463,641
16668,210,5447
63594,584,4257
79481,625,2128
45275,339,6495
66818,192,4535
39648,976,4384
42465,181,4328
99512,895,3010
23817,132,7586
88143,291,4890
40977,520,7364
34289,811,4697
69658,561,6505
50414,630,3807
93239,785,7009
70452,218,4520
22776,210,9725
93310,624,2715
01586,648,2824
55513,819,881
84875,890,5093
21782,469,5448
81794,213,1468
26879,463,8283
74892,936,4449
31273,677,314
65333,919,1749
03017,447,2441
74072,65,7612
74044,10,6077
35017,971,5041
79417,12,970
36167,697,7573
86473,795,4962
63453,822,9050
03867,108,2832
28304,785,3170
31970,198,2914
80602,46,5200
36534,936,4148
50830,454,1437
39722,163,4666
02696,200,9283
83513,349,4503
93247,827,1114
93856,301,2847
34790,736,1888
94812,23,6478
84283,789,2151
40350,245,5864
68018,537,4233
45662,106,5392
75713,175,2496
03455,110,2194
82721,179,9158
26773,105,5742
29235,974,2912
72092,671,6269
22781,684,9546
23409,181,7522
18172,332,3189
68252,626,1148
68633,667,8588
12275,800,7876
81522,234,6953
23398,147,7451
33835,8,666
38775,982,3989
38771,617,6283
40199,914,6140
56785,631,7729
82975,629,4107
91893,469,2571
05572,705,8811
42377,682,4967
93850,295,2395
43639,444,2711
29765,90,9186
95649,321,3563
64208,835,4293
64708,39,5793
94407,184,6130
88290,828,960
52110,595,2963
09684,885,5229
85069,783,7043
53982,62,328
39721,446,3827
34275,991,8997
18875,819,1359
88982,45,1978
59383,860,557
44448,599,8868
88162,186,5622
64103,335,682
80461,422,5988
27091,589,2367
95942,236,6017
19360,558,557
30991,807,6033
93885,470,6404
84061,939,1615
99976,270,1747
77118,200,3348
97337,281,4417
02560,961,824
68776,441,5551
64209,343,9078
04361,687,1610
43935,196,4942
32704,636,6741
57770,812,2465
07714,266,766
17631,616,3467
99439,803,6615
64574,155,8441
63760,553,1109
99407,939,5619
03119,290,6285
39534,582,4257
56327,601,5480
75077,832,582
85662,365,3674
53068,328,2882
11126,357,8851
70405,225,4291
01198,62,6803
63805,923,5087
42344,425,3754
24128,101,6098
28828,509,900
38477,209,3024
06888,599,4938
05938,23,384
23220,929,2688
21384,185,4239
99592,252,9529
51675,358,7942
61372,982,7224
27342,33,7995
87754,937,4740
21816,739,6402
64215,178,1879
04368,562,2843
61091,280,8040
76988,953,5579
87187,714,4901
62159,931,231
53375,416,2812
05585,768,2649
82664,521,4116
28833,182,6175
41666,715,1700
63066,521,2842
91351,334,4762
82360,357,1372
60137,971,7953
84686,507,2162
31367,396,9866
81431,221,5095
30139,478,3393
49903,843,9997
10725,183,3742
61937,999,4046
05479,142,9839
60664,959,7696
01988,318,1497
44031,791,8857
07183,41,8793
31980,855,5991
47589,637,7964
34738,197,4897
75128,739,4582
90232,916,4106
58220,654,7868
88639,279,5591
95415,623,219
23534,338,4438
85559,921,8218
19800,254,934
43645,322,3418
17923,747,3875
40681,812,8304
55786,279,9744
85749,622,7726
24201,559,1079
29517,706,2719
26216,600,3906
28551,634,2406
06569,68,9687
25389,153,1529
24579,492,3292
17409,968,2820
82161,19,8438
92861,525,4823
87658,148,8260
79463,113,9514
77003,653,464
71534,63,8119
17997,25,9904
16316,241,1058
35485,764,2737
39837,795,6076
44653,26,6352
67777,142,9552
31195,882,6132
70340,96,6638
10705,92,848
35982,855,1374
93188,988,2766
55677,620,363
90719,756,7272
82564,609,5060
12187,978,8617
24980,404,2811
83434,751,1580
67381,116,5939
39693,973,3073
95103,994,7532
75514,584,8358
62547,859,3167
87716,324,4848
84115,503,5933
77926,549,8031
16152,961,7387
47733,890,7035
74810,315,4270
73209,891,4952
32898,163,8760
39956,296,4121
18105,453,1595
76836,327,2808
66885,83,2386
32047,447,3056
17062,489,6314
54963,529,313
27748,241,5150
58535,437,7819
16250,29,7850
59004,254,7326
55648,918,3985
85543,722,7658
00222,529,2209
55255,432,9385
50625,179,2359
51961,769,1434
95130,358,8556
01398,914,8084
57918,822,325
43172,596,2525
06437,441,1605
00412,32,1193
73588,610,65
61873,250,1409
16716,32,8980
13740,213,3412
89418,763,8730
46261,629,1948
27224,804,6915
65091,959,3529
69725,182,4993
43576,41,9611
46854,350,954
63319,952,1842
43453,488,2619
66164,645,5527
10072,776,2277
63075,910,1737
83002,189,9904
30768,931,5698
84892,214,1479
46120,59,7521
88369,247,7336
61796,278,27
86514,687,6798
26276,126,5150
41103,762,3791
88064,875,4364
50161,871,7616
42424,120,4280
10437,57,2969
79454,964,7467
15268,582,6911
94433,588,8965
47541,701,7380
93150,958,2130
08082,410,9663
24650,511,3025
04009,503,4683
61913,863,9950
92460,439,7739
17968,941,2762
47723,472,1519
49314,828,2067
42712,566,9402
69218,369,643
30672,171,1686
34697,332,6560
29626,803,3161
43598,591,421
40527,816,9022
86084,729,7993
45702,305,5674
76636,576,9977
03261,992,6105
50558,243,2816
39240,142,5187
92307,978,4108
25452,167,7894
50153,89,1368
01747,900,4830
43619,228,6663
16064,133,7593
65620,917,5028
64349,184,4790
36240,30,8128
27590,269,6244
49637,845,2162
00621,843,9713
70186,539,1129
41409,890,3711
37069,64,9436
59574,242,7100
91587,695,9395
59812,691,5697
48092,682,7921
66741,277,7269
50419,257,9454
47463,725,5651
18359,255,5488
55533,778,4825
85683,687,1009
45418,354,8256
82371,987,5787
52121,872,9406
28196,962,7765
14013,523,1352
05165,411,9323
64820,814,5395
60480,118,8310
57109,750,6512
30000,913,7571
30828,358,4163
81213,452,2743
30693,738,5076
77380,489,3365
39625,695,4471
01613,460,9500
31556,841,310
30521,318,6579
30102,163,6869
48308,996,8018
49989,879,2659
64592,165,2714
00414,113,2677
82683,304,4747
96512,9,556
45543,432,5549
58782,157,8720
29572,18,63
15419,977,1622
24224,42,5649
60265,90,9436
10872,950,3340
60063,117,994
02348,198,9794
97764,193,3477
80445,355,7959
08746,713,8002
11368,447,964
57736,393,2579
29027,52,5471
87505,273,8600
14029,479,4885
28947,918,3292
45704,802,9289
61581,32,8252
13837,298,5766
61149,500,9034
96741,826,4396
68466,636,2448
97326,701,1809
46983,931,1458
77267,574,6577
48585,336,2932
18826,74,982
12269,954,747
43447,226,4085
72335,740,2347
58192,746,4710
86946,103,6805
96502,127,4959
68078,290,8737
74606,106,5944
65292,584,7446
99685,172,6097
02887,695,7108
40001,861,6692
30109,346,6078
65883,439,1730
86746,198,5435
79036,105,8657
39816,94,8517
97331,366,7339
94084,515,5276
24140,145,4102
44745,98,552
03509,75,4135
79412,741,9771
89080,429,6308
87863,661,6474
45817,96,6302
08300,145,9666
09336,573,9397
73431,452,4314
00158,994,2653
63667,520,8400
91558,838,3406
91280,496,8348
20320,685,9069
60127,116,6017
25919,881,3354
08004,129,2289
05404,399,114
31485,943,7241
35926,211,5704
14559,630,2966
60761,861,4544
85831,360,3618
33674,950,3321
40148,130,3644
26859,275,538
32194,387,5396
91657,150,929
70880,189,4669
78268,363,5120
42938,792,2649
49978,331,1954
16789,804,8570
80491,971,9100
32486,607,7775
38762,812,1076
41661,588,9828
11466,133,8939
87755,118,2480
84177,714,4124
98747,192,1500
95917,851,3953
17088,189,1272
13240,155,4315
48537,597,1099
25747,648,3704
81169,610,2623
86704,731,2079
70916,515,3897
23065,572,3004
09749,709,1648
88711,53,3971
90872,571,7264
79167,381,2878
23166,709,6402
37980,229,1927
75445,436,2837
24543,743,5861
12496,763,240
72660,813,5100
87989,869,8758
63341,24,5125
43306,547,1564
46706,723,1622
57867,245,7735
69986,982,7866
55882,810,3503
81580,898,5683
19963,292,1251
77822,389,1768
27358,444,7931
26927,419,2629
55251,709,1358
02016,189,3936
99199,420,6030
75597,155,6289
92422,625,3597
35435,642,325
61333,921,3969
82609,199,4797
15883,267,1685
89154,196,921
05605,465,7996
16636,26,4129
35835,787,1885
97225,565,848
52075,636,6017
20651,423,7255
60403,476,4655
78470,509,3675
05823,741,7677
52068,434,2117
29531,816,4367
98623,445,927
39315,325,9657
26943,821,1465
67340,880,6341
42794,745,8017
58673,596,2152
47288,539,4467
87813,82,7016
69712,104,1470
56043,994,1202
05102,90,8066
41695,329,1709
51471,108,913
64954,96,4839
74756,189,4396
35312,579,5981
78128,21,3049
08654,780,6468
15336,706,5736
64020,449,5070
71714,802,4871
83478,266,3988
42189,92,1757
35686,753,2175
20601,244,7629
31098,6,324
50629,839,6197
16342,264,5535
07346,735,7442
34310,529,8103
89323,567,4839
05985,342,1919
05748,815,9984
93793,947,228
80846,40,6632
43224,473,4123
71962,667,853
25219,163,1305
83682,931,9708
15836,58,4711
51726,942,2134
35823,878,9191
32604,786,6594
60235,801,5909
19275,579,1370
40646,510,4962
53605,215,680
62303,804,3459
18915,997,228
06406,37,2254
15693,727,8242
09444,25,7657
92125,242,88
85941,169,7497
87852,998,6154
67765,414,1327
26045,137,6177
64014,298,8623
86916,73,3794
65473,525,52
94422,535,2923
76143,303,9781
71246,831,2432
13580,533,6118
84344,443,572
68636,741,1029
18283,673,1533
39804,733,6306
90013,521,628
73436,167,9279
00791,674,9461
90613,200,5862
84703,400,7622
32092,943,7163
83837,520,49
36464,507,9749
89867,293,6216
98974,787,3594
89161,136,2246
34471,103,627
37474,666,5631
54081,410,5879
06893,519,3983
54007,89,9674
48930,681,2842
91737,549,5334
75499,241,8590
20916,807,4063
17232,58,4501
21029,90,5107
60167,715,9523
54120,740,2927
89853,820,1987
26404,975,1806
83949,319,1038
45058,705,8832
44683,376,5652
48542,799,5762
63738,800,9230
36258,514,352
79864,498,1689
04472,602,3745
78846,644,8854
69443,982,9867
64279,478,9750
93521,647,8944
51151,538,1976
53248,82,4893
03433,923,1029
43140,891,9846
86684,397,9094
15627,595,5336
86495,443,1259
51587,243,7876
97347,71,7474
04803,151,2436
33184,501,1186
27057,971,2736
68667,564,2460
52501,410,4835
15375,187,912
98516,464,8670
27348,63,2837
61517,727,2209
38614,165,7819
37045,357,7651
39789,973,9506
37189,325,9958
52295,330,6671
23787,824,3267
74218,233,5403
33774,905,6459
19491,182,5347
95345,163,5822
48432,504,7366
52509,582,4802
83351,784,685
87737,824,9159
34625,86,2449
32715,588,2134
18441,208,6853
05018,190,8596
72265,978,5231
21608,509,2549
86988,823,9232
30619,865,505
59552,495,3959
09138,125,79
24700,678,2528
84117,90,4834
10934,17,2744
02846,834,7917
74730,44,9962
24786,665,5444
11500,22,4016
70196,472,3821
95761,507,6018
57062,118,4179
31238,57,4684
56355,432,5723
88491,60,2904
04487,853,6545
32645,216,5036
76551,59,4542
63840,30,11
19593,869,5473
50168,312,4993
32189,902,185
59882,124,5189
84185,783,7455
66287,338,1423
48148,463,1362
21999,288,9778
29497,976,5560
03930,169,785
20114,282,1384
24227,531,8805
88241,804,627
30507,815,5557
81431,886,5633
78644,140,9478
63930,52,6071
96418,383,7918
70789,941,8428
24211,969,4323
83080,132,1027
54337,239,421
39377,379,2125
89998,972,6397
92821,941,192
70146,261,9075
81323,705,5787
31919,317,4997
30667,505,4085
95943,347,7457
13138,910,3458
19265,800,3770
63726,875,9208
72270,507,7186
56190,938,7711
02817,701,685
89366,179,8244
26997,195,2788
42209,637,3153
99522,711,36
08202,726,1668
81892,692,4259
87043,660,4313
37705,466,3779
37708,597,4403
79379,748,3185
19948,286,2790
73619,575,2771
67388,15,3864
32586,173,899
48549,491,530
50477,301,4483
59647,939,8108
97418,721,985
66722,516,9102
44719,619,7139
54173,718,6430
38713,877,3792
41709,611,4141
30007,408,201
68453,733,4018
64767,679,7210
85208,943,1043
81759,412,2069
97796,560,6265
03316,806,6948
28399,286,4680
45135,206,2427
39428,378,165
44740,686,297
10649,785,4058
23764,533,3549
14263,241,2467
01428,685,3863
06329,870,1500
77002,376,2043
47238,814,9134
48085,242,9152
90110,387,6953
97955,805,3351
72169,181,5966
87332,182,7204
68151,325,8901
17696,72,963
75311,960,1481
72465,820,2969
41710,792,2894
91575,572,3260
71016,530,5445
61756,529,2146
69099,781,5377
07853,13,6631
62459,728,4864
72229,4,7135
99859,748,2082
98738,163,3406
99849,95,3471
89580,488,278
78969,517,6209
89227,922,9087
14560,688,6444
81407,879,1933
89772,535,7067
74133,237,6108
41975,158,8698
63889,612,10
01436,513,3366
30837,223,1646
19558,923,6146
41175,27,6722
13899,463,2310
12007,588,6077
07049,96,1431
76996,324,667
99927,691,2633
94942,8,2810
61796,599,7021
16976,638,4737
30620,50,2286
11307,744,8288
35154,86,4805
49632,77,2915
44456,775,2506
09789,340,5200
48050,123,5732
73799,347,5020
74421,546,6903
45332,827,430
82860,186,9004
49102,549,2579
01114,812,5347
17328,754,4378
87026,827,7213
17730,36,4465
07817,275,1507
99998,323,1895
83311,67,6996
51734,782,5984
11465,519,2681
94024,737,7140
75644,703,7545
64169,896,9848
53967,817,2307
97447,719,6911
87730,995,1214
60722,763,2474
22340,755,6055
91808,18,3077
04371,153,6362
33197,652,334
13481,508,1754
72811,99,7997
91007,636,4286
93271,411,2364
96358,605,6458
28951,823,8992
73969,742,6599
52001,239,2757
42200,360,3995
77778,120,3180
93649,774,6846
82242,38,9302
46927,138,2101
82592,39,9453
88289,673,7294
47824,920,7705
00039,979,8215
64073,369,8685
20548,550,2908
13186,862,4565
40234,92,2416
37084,963,6448
77137,950,9457
45983,323,2061
69365,115,6164
16161,305,9012
40710,843,6259
50012,76,4432
09263,408,3858
33310,394,979
92105,827,5918
05696,684,657
65645,246,5094
91351,525,2186
71789,512,5382
21243,726,6160
50292,202,6496
08576,309,8689
86130,189,2707
64827,223,9405
15897,359,7712
80483,509,6359
20787,898,4011
96322,529,6319
06349,441,3262
83485,694,9393
11102,683,5255
96788,777,6369
86344,264,8826
04432,993,7526
93149,584,5504
52617,203,6166
69047,462,4498
97483,62,6082
28697,781,7421
28719,248,4415
48803,358,6152
69826,698,9127
08244,152,1765
42211,594,6540
40486,564,6065
65225,28,8827
04193,593,9296
87879,179,7769
78645,51,3947
69333,685,1406
20934,850,2014
26398,812,2249
09281,127,2878
85085,554,2362
98949,57,7499
75477,860,529
28812,282,5594
60971,253,5612
46752,468,433
07048,919,3394
73817,209,3307
61696,112,2877
47370,814,7473
22229,712,2115
33081,282,3505
64141,257,4600
22367,443,9334
54208,460,5715
40335,991,1261
24572,804,8156
71279,249,4951
20051,568,4300
43962,309,8502
19891,853,6266
72431,966,1156
38165,96,8992
76523,951,1100
94342,713,6818
06963,583,7200
40494,112,1134
60907,724,5167
66335,350,6559
03942,351,9390
55998,568,7720
66462,562,6636
21425,842,7595
38659,145,8540
87993,786,3760
45905,633,3773
46066,973,4643
14986,5,1391
61540,560,5247
96438,438,1788
98849,39,118
09883,446,9712
73992,459,7122
96421,298,6131
49998,332,370
33060,371,6020
55568,941,9113
63060,452,3243
98373,979,7414
74765,318,7363
29288,196,157
10829,576,1484
98493,932,2198
25380,747,8573
00094,784,1753
48266,962,4053
36178,356,374
30778,802,4728
36715,536,7951
24651,719,9543
18341,827,8021
15352,13,6925
21387,437,2267
01061,318,4595
78357,639,4078
14828,138,2644
30556,539,1824
46689,130,5603
88168,48,5888
17475,261,7714
24944,676,5416
15231,134,3270
56155,482,86
88107,86,8414
05729,332,349
22968,756,3602
11623,874,9480
84146,911,2575
34887,400,9896
20377,975,5350
60518,837,2587
00033,799,3000
21290,177,6995
37210,980,6834
37740,882,9864
94138,522,6418
17177,95,889
82720,536,5160
94550,183,2864
29231,644,2696
16190,368,1651
67208,47,7901
91141,257,6070
20372,138,218
31214,330,3260
62722,780,161
61184,930,1125
94039,96,11
73102,163,7334
82580,815,7172
09611,217,4905
92324,704,7563
36613,612,684
12461,445,804
42805,446,4815
54196,963,5982
72653,19,8015
73881,463,1329
15225,636,176
38893,606,3340
67608,316,8171
73440,256,8649
39040,583,2964
96805,748,2784
23224,702,9423
36615,308,1779
71932,43,5359
76591,166,5086
65778,4,7599
14935,635,9376
45165,853,3056
78261,340,6171
34506,383,7162
79734,413,2007
61702,981,7154
74826,27,6945
27760,172,8100
12375,231,9921
31371,27,7709
91910,174,8809
44099,565,6477
29247,346,3430
74167,117,5489
73392,640,3593
01006,862,3338
83853,445,5876
97070,167,3580
21561,433,2589
63731,628,6619
83799,837,7345
37975,122,3992
29453,903,8918
17623,534,4102
59827,817,1715
73964,780,5014
50404,834,8357
79996,615,5062
57391,430,2681
55539,21,6432
90261,991,7997
67284,946,5081
23342,481,8601
36037,644,1778
44245,576,78
96054,289,7105
79464,911,285
10819,231,4065
33605,372,1035
78768,737,573
26038,167,177
42290,114,92
15759,912,2112
07042,864,5657
68606,669,8902
78851,433,8217
24716,354,8396
78427,648,2490
51730,171,3074
43100,733,4366
52621,783,5550
78260,494,3219
07612,324,8587
33132,708,6750
43749,571,1473
54851,761,6087
00116,425,4169
08987,279,2481
11194,159,6396
21754,597,2238
61280,288,5434
93376,923,410
11804,66,7231
12631,606,950
44023,134,3767
28489,384,7782
45840,3,5071
82074,31,1028
55403,897,2708
05483,198,8721
09916,787,1118
05297,875,9278
87451,653,8099
43553,376,5148
72041,209,73
36694,519,7997
77277,620,2366
02137,670,7071
71073,995,6011
73119,600,2362
49805,145,5727
02753,548,490
93884,888,265
16827,731,9787
10656,744,5788
68773,267,4022
29093,869,4354
03156,177,9186
51406,118,6254
07063,171,3703
68587,180,9223
65795,472,794
30413,836,7366
53353,750,4663
42625,723,8830
43768,994,4307
57613,928,2201
42634,494,2525
80118,556,9339
74398,105,787
41395,240,7550
83837,468,9172
72889,151,9761
89731,375,91
46910,532,4637
48234,960,2553
61461,10,1867
66110,318,2384
31153,101,1673
92835,71,130
35384,581,1479
22678,779,902
19119,434,658
67485,82,8346
68650,46,5735
30169,272,3296
01551,517,6926
78085,222,7746
96188,672,6424
54724,865,9821
57251,327,95
64447,666,291
64112,407,4002
96024,213,2917
41342,782,8648
83906,203,1115
04434,909,4966
42901,485,4066
08645,547,2929
49905,295,6128
38940,55,3841
68317,805,8776
85659,669,8377
45985,926,8967
71928,962,776
40608,201,941
84125,445,8806
41836,882,4681
40603,767,2390
49624,234,2199
00378,210,1335
15390,297,6446
95021,789,6562
05494,735,864
50278,129,3218
55542,460,4965
68341,133,2708
13717,869,2565
94465,979,6957
30137,93,9362
83051,561,3645
33970,84,7996
41535,743,3627
66950,818,8855
67461,632,6688
77880,354,8695
43342,178,12
86315,146,261
77397,3,1108
14685,719,5045
13899,314,2917
16053,444,3598
89073,719,8033
05861,722,7266
12501,883,3605
18547,532,577
39449,798,6483
54903,655,9549
34388,896,7460
41297,206,3103
36878,712,5902
33852,856,5798
77293,567,7881
90714,386,1883
76297,771,5117
80007,488,4571
58084,543,8868
14326,209,3527
26404,429,3769
24456,221,6491
01655,704,275
48679,89,1699
89461,409,7117
32335,764,9501
05951,126,8314
52333,557,3936
18880,135,5826
80126,879,8026
16133,640,697
46737,88,5075
62732,61,5162
91290,632,7183
74384,218,9298
82408,231,8158
02528,391,5956
43893,639,351
46745,60,3002
77145,193,7718
91309,722,5879
86671,154,8872
50370,276,1373
05251,208,3451
13631,46,1126
59237,908,6992
52864,12,466
04309,995,866
79472,653,8573
56210,144,3904
93556,309,5991
46665,859,3466
47555,614,8878
49546,541,9587
12747,47,9792
24716,908,8632
45559,657,5313
08044,145,9356
47632,528,8506
72115,58,1278
92439,697,6997
94589,922,1894
63361,30,9574
26296,606,7962
34105,734,6807
54849,311,1098
52624,577,3595
64988,427,8764
85843,287,3185
12960,80,857
55976,225,2774
25117,267,8283
13135,188,4484
29797,453,2955
24360,869,9776
09107,898,1245
50276,502,8051
82169,913,4377
15892,170,5749
12046,114,7947
45524,942,905
19865,548,1243
57052,591,7058
20530,811,9272
98146,375,9556
28860,426,9642
25828,868,1448
12114,476,519
74878,7,3758
60033,232,388
29217,526,4629
16754,148,9718
08357,511,1802
39639,284,8384
24521,636,7770
82254,973,2770
68044,468,7132
40839,549,4402
83226,397,6822
31722,277,745
77984,137,8995
70062,463,632
87153,374,3657
26056,647,856
93481,280,6577
02503,701,1733
13518,591,1699
71346,805,1879
39740,25,9855
15199,430,6540
68138,35,7267
06441,979,7699
30991,9,9564
90859,694,9327
68324,148,5208
70729,371,5412
49854,698,930
54678,433,1727
90877,805,5791
87820,572,9341
49841,486,3266
24597,443,1078
56167,631,1517
37225,737,5524
40672,293,6899
02911,128,2559
15918,719,1478
48461,950,2049
30449,168,7337
31763,938,8193
57434,83,252
74739,335,3952
09119,864,7399
93357,332,4507
97578,457,7602
31468,603,7906
05659,392,865
40517,210,3705
79834,521,6860
40995,347,9048
68017,154,102
06419,946,9643
41166,638,8855
47069,388,2415
33085,317,1459
39673,982,8573
35094,536,4711
51276,518,6347
06684,638,1578
77545,752,2753
34963,266,5067
05291,2,8921
67068,82,8610
31259,775,2043
34906,944,4800
06941,118,1833
18802,690,3856
39152,161,3428
69313,140,8089
80232,196,3859
31453,657,8740
80178,163,7383
07092,537,6315
05203,574,2572
46686,870,6945
95453,684,2134
31228,721,8372
81544,737,8812
07567,257,2381
85257,17,2868
79106,955,9826
88434,86,3117
83220,468,1741
75937,440,2078
85784,35,8969
60864,651,2779
61591,526,65
19959,555,3349
24339,559,6756
26836,255,8572
72052,619,665
88676,649,4609
79591,587,1054
60970,216,731
28197,892,7877
42695,731,4531
98811,655,9493
52880,384,246
40036,480,3412
08904,741,3752
43885,795,6979
05160,274,6739
77197,84,73
68390,459,8877
50971,131,5495
73945,461,1654
86603,748,599
44113,748,6348
19041,771,1685
37493,615,1131
80723,778,2970
83610,230,2434
38407,476,4767
71679,298,7809
45216,780,5289
23495,311,6627
47558,261,5695
96753,398,5974
60124,507,3737
19048,522,611
43723,807,424
39420,741,4935
73815,739,6488
22097,683,168
32137,383,4854
82367,66,5094
90570,305,3056
53420,930,313
84340,96,8717
05128,270,4918
05182,704,5194
25150,661,698
10029,623,4529
69099,78,1264
95521,648,4304
63400,607,5965
06797,287,6107
49146,895,5286
38117,242,7885
35305,985,3049
77533,737,4429
54255,366,6533
16832,663,7801
89947,664,8256
49681,592,1637
56983,257,4265
69351,886,1732
28848,161,6757
14291,294,8599
91323,970,1293
11341,636,700
59530,399,6202
91915,431,6549
29749,157,6914
82704,356,3595
45953,986,2394
24625,433,9484
84103,660,2998
68159,657,8198
49391,308,2336
34486,493,8818
57634,28,6758
02798,672,2322
31911,198,6351
68425,386,9140
54885,277,1954
75830,811,8765
25734,138,622
19984,65,4280
10736,432,4643
32324,243,7291
69792,965,4509
47718,227,9309
41864,116,3348
62604,495,6019
02344,656,7068
36351,84,636
83178,830,570
98082,203,3001
04561,539,3922
29550,43,7121
28375,827,4699
14340,987,6497
04768,262,3300
47921,605,2684
40614,658,5022
78458,664,1673
83969,416,2030
81449,777,9171
92936,195,8755
98364,930,3987
13202,424,5509
95448,324,347
52768,878,7384
41377,150,3327
28677,353,1811
46678,415,8432
71850,415,6258
94740,164,6051
90997,389,1823
61020,327,7877
13006,794,6787
25648,229,9370
25931,933,2763
73786,564,6317
86016,867,8678
41727,746,421
74295,189,1351
04818,123,3685
66599,618,2035
68828,887,7827
36398,663,1306
96200,113,9962
53550,333,9546
40331,692,7802
38677,690,6430
74338,936,4539
08191,294,6874
88987,83,2305
00523,1000,5584
84015,155,4570
39274,827,8727
85460,715,8832
51242,471,501
66583,429,6189
75881,259,5769
92017,560,8668
09855,580,6609
12061,167,8049
75432,846,4224
84670,434,161
17986,553,531
82581,194,850
37210,461,6691
59940,371,451
33817,264,5026
36069,741,4452
50967,740,1918
84129,969,9288
02964,793,159
36827,866,7524
09656,87,1191
62518,278,6270
96368,678,3854
01465,440,6696
67771,392,7119
29548,393,6830
09044,954,5992
67490,568,5375
48366,670,9046
12988,489,7718
80124,785,8835
43216,537,250
28462,496,2030
38120,419,1179
33605,17,2447
62477,265,5051
55422,715,4954
26730,158,4449
79304,942,1839
12945,702,9643
72699,895,8702
17867,138,9262
57992,233,5154
37631,998,7513
09809,229,4942
96562,708,2998
96751,196,749
92209,874,6652
82114,462,3563
20231,198,1753
67834,289,7475
97130,313,5544
44189,360,5803
26426,707,6429
38340,313,6728
26183,793,1188
57441,997,7993
04459,676,1672
15659,662,2102
54370,776,6408
53515,653,8831
16558,551,410
29159,563,5110
14710,614,3988
23034,316,1681
56102,589,5404
53764,885,1625
